"transactionid";"customerid";"productid";"price";"qty";"totalamount";"storeid";"DATE"
TR32161;332;5;4200;4;16800;13;2022-08-07
TR4697;431;8;16000;3;48000;14;2022-08-07
TR62372;327;7;9400;3;28200;7;2022-08-07
TR63136;234;4;12000;3;36000;11;2022-08-07
TR67236;115;2;3200;6;19200;10;2022-08-07
TR83406;421;3;7500;1;7500;6;2022-08-07
TR9330;213;3;7500;6;45000;11;2022-08-07
TR96823;105;8;16000;2;32000;8;2022-08-07
TR97782;247;3;7500;4;30000;9;2022-08-07
TR99172;185;1;8800;4;35200;9;2022-08-07
TR20902;299;8;16000;2;32000;1;2022-08-08
TR22246;274;3;7500;5;37500;6;2022-08-08
TR28349;190;8;16000;3;48000;5;2022-08-08
TR31279;89;6;18000;2;36000;3;2022-08-08
TR3712;1;10;15000;4;60000;2;2022-08-08
TR40538;96;9;10000;7;70000;12;2022-08-08
TR49656;55;4;12000;3;36000;8;2022-08-08
TR5797;204;1;8800;6;52800;7;2022-08-08
TR67955;159;1;8800;6;52800;13;2022-08-08
TR77153;90;4;12000;5;60000;14;2022-08-08
TR77234;139;5;4200;4;16800;7;2022-08-08
TR8891;447;10;15000;3;45000;9;2022-08-08
TR15996;31;7;9400;2;18800;13;2022-08-09
TR17484;70;4;12000;1;12000;4;2022-08-09
TR18727;304;6;18000;1;18000;4;2022-08-09
TR22314;400;9;10000;4;40000;9;2022-08-09
TR24655;33;5;4200;4;16800;6;2022-08-09
TR25758;16;9;10000;7;70000;7;2022-08-09
TR28062;17;4;12000;1;12000;8;2022-08-09
TR30250;114;1;8800;6;52800;11;2022-08-09
TR36588;45;4;12000;3;36000;9;2022-08-09
TR3908;28;10;15000;1;15000;1;2022-08-09
TR525;135;7;9400;6;56400;10;2022-08-09
TR57556;67;9;10000;2;20000;2;2022-08-09
TR5947;421;3;7500;3;22500;5;2022-08-09
TR63719;184;1;8800;10;88000;14;2022-08-09
TR65452;198;10;15000;5;75000;9;2022-08-09
TR66220;291;9;10000;5;50000;9;2022-08-09
TR85162;134;3;7500;4;30000;5;2022-08-09
TR92912;124;5;4200;2;8400;5;2022-08-09
TR94031;345;5;4200;4;16800;5;2022-08-09
TR94958;125;5;4200;2;8400;8;2022-08-09
TR12826;167;8;16000;1;16000;1;2022-08-10
TR28346;77;10;15000;1;15000;7;2022-08-10
TR38865;12;7;9400;6;56400;14;2022-08-10
TR45350;285;9;10000;1;10000;12;2022-08-10
TR68248;435;5;4200;5;21000;8;2022-08-10
TR74019;357;3;7500;2;15000;14;2022-08-10
TR84887;169;2;3200;7;22400;7;2022-08-10
TR85167;90;2;3200;6;19200;11;2022-08-10
TR85591;295;5;4200;3;12600;3;2022-08-10
TR12185;201;2;3200;3;9600;11;2022-08-11
TR22534;177;7;9400;6;56400;7;2022-08-11
TR250;56;7;9400;5;47000;10;2022-08-11
TR27321;441;4;12000;2;24000;10;2022-08-11
TR36311;357;8;16000;1;16000;4;2022-08-11
TR37315;111;9;10000;4;40000;1;2022-08-11
TR46890;307;7;9400;5;47000;13;2022-08-11
TR50449;398;4;12000;4;48000;14;2022-08-11
TR65169;444;10;15000;4;60000;11;2022-08-11
TR71128;203;3;7500;5;37500;1;2022-08-11
TR77093;149;10;15000;1;15000;8;2022-08-11
TR81428;63;10;15000;3;45000;13;2022-08-11
TR85828;327;5;4200;3;12600;14;2022-08-11
TR2020;406;3;7500;2;15000;11;2022-08-12
TR21467;120;9;10000;2;20000;13;2022-08-12
TR24185;223;10;15000;1;15000;6;2022-08-12
TR64422;256;9;10000;4;40000;8;2022-08-12
TR66289;126;5;4200;5;21000;8;2022-08-12
TR95096;168;5;4200;3;12600;3;2022-08-12
TR10247;101;9;10000;4;40000;10;2022-08-13
TR18564;192;6;18000;1;18000;1;2022-08-13
TR23247;158;9;10000;5;50000;14;2022-08-13
TR26954;434;10;15000;5;75000;13;2022-08-13
TR27968;286;7;9400;4;37600;1;2022-08-13
TR29132;121;6;18000;3;54000;5;2022-08-13
TR43837;180;7;9400;6;56400;6;2022-08-13
TR46117;26;7;9400;3;28200;8;2022-08-13
TR57004;315;9;10000;7;70000;1;2022-08-13
TR62593;281;5;4200;2;8400;2;2022-08-13
TR64665;216;2;3200;7;22400;12;2022-08-13
TR76558;201;5;4200;4;16800;11;2022-08-13
TR78226;150;10;15000;3;45000;3;2022-08-13
TR82377;356;9;10000;5;50000;2;2022-08-13
TR95512;386;9;10000;7;70000;12;2022-08-13
TR11029;229;10;15000;2;30000;2;2022-08-14
TR18632;142;9;10000;2;20000;11;2022-08-14
TR28042;40;7;9400;4;37600;1;2022-08-14
TR43584;221;1;8800;3;26400;13;2022-08-14
TR48790;419;9;10000;7;70000;6;2022-08-14
TR50341;286;7;9400;3;28200;14;2022-08-14
TR52408;353;5;4200;3;12600;14;2022-08-14
TR54287;15;9;10000;3;30000;1;2022-08-14
TR56131;438;9;10000;6;60000;9;2022-08-14
TR59229;377;3;7500;5;37500;8;2022-08-14
TR59918;92;7;9400;5;47000;12;2022-08-14
TR62875;138;9;10000;3;30000;1;2022-08-14
TR63743;232;7;9400;4;37600;10;2022-08-14
TR75956;63;4;12000;1;12000;1;2022-08-14
TR91249;191;10;15000;1;15000;14;2022-08-14
TR98478;171;6;18000;2;36000;11;2022-08-14
TR99770;114;1;8800;10;88000;3;2022-08-14
TR11204;278;1;8800;5;44000;11;2022-08-15
TR11859;447;6;18000;4;72000;9;2022-08-15
TR22704;427;10;15000;3;45000;3;2022-08-15
TR27209;82;4;12000;1;12000;14;2022-08-15
TR27212;72;9;10000;3;30000;8;2022-08-15
TR29441;169;10;15000;5;75000;13;2022-08-15
TR30375;306;10;15000;4;60000;8;2022-08-15
TR36292;434;1;8800;10;88000;10;2022-08-15
TR44799;7;7;9400;6;56400;12;2022-08-15
TR49089;444;1;8800;6;52800;13;2022-08-15
TR56687;31;2;3200;7;22400;13;2022-08-15
TR65514;392;10;15000;1;15000;2;2022-08-15
TR76683;104;10;15000;1;15000;7;2022-08-15
TR86426;148;10;15000;3;45000;6;2022-08-15
TR89274;44;5;4200;5;21000;14;2022-08-15
TR10996;233;2;3200;5;16000;11;2022-08-16
TR11078;306;5;4200;4;16800;9;2022-08-16
TR27017;133;1;8800;2;17600;5;2022-08-16
TR67563;243;10;15000;4;60000;12;2022-08-16
TR6865;233;3;7500;5;37500;7;2022-08-16
TR88722;207;5;4200;3;12600;6;2022-08-16
TR96686;164;2;3200;6;19200;7;2022-08-16
TR17343;294;5;4200;5;21000;7;2022-08-17
TR23240;71;10;15000;1;15000;1;2022-08-17
TR23581;374;6;18000;3;54000;11;2022-08-17
TR24726;400;5;4200;4;16800;9;2022-08-17
TR31792;3;5;4200;4;16800;13;2022-08-17
TR36668;311;8;16000;3;48000;1;2022-08-17
TR38813;330;4;12000;2;24000;7;2022-08-17
TR39038;230;5;4200;5;21000;11;2022-08-17
TR52651;141;9;10000;2;20000;10;2022-08-17
TR55359;58;1;8800;6;52800;8;2022-08-17
TR57804;368;10;15000;3;45000;2;2022-08-17
TR59461;245;5;4200;4;16800;14;2022-08-17
TR74365;92;5;4200;5;21000;5;2022-08-17
TR97069;418;3;7500;2;15000;11;2022-08-17
TR11946;96;4;12000;1;12000;4;2022-08-18
TR1651;206;9;10000;2;20000;11;2022-08-18
TR18370;219;10;15000;4;60000;11;2022-08-18
TR21036;348;3;7500;3;22500;14;2022-08-18
TR26389;8;9;10000;7;70000;4;2022-08-18
TR32615;392;5;4200;5;21000;10;2022-08-18
TR38016;279;4;12000;2;24000;14;2022-08-18
TR50919;235;7;9400;4;37600;7;2022-08-18
TR55343;151;4;12000;5;60000;10;2022-08-18
TR59533;432;10;15000;4;60000;1;2022-08-18
TR61742;378;2;3200;7;22400;8;2022-08-18
TR62739;327;3;7500;1;7500;11;2022-08-18
TR67148;152;7;9400;6;56400;5;2022-08-18
TR69230;121;5;4200;3;12600;3;2022-08-18
TR94616;320;7;9400;2;18800;4;2022-08-18
TR9566;285;2;3200;3;9600;8;2022-08-18
TR12254;358;10;15000;5;75000;1;2022-08-19
TR29922;434;4;12000;5;60000;11;2022-08-19
TR38424;253;6;18000;2;36000;7;2022-08-19
TR47515;423;10;15000;3;45000;1;2022-08-19
TR55053;295;1;8800;7;61600;9;2022-08-19
TR56072;172;1;8800;6;52800;2;2022-08-19
TR58613;369;1;8800;5;44000;13;2022-08-19
TR64408;370;4;12000;4;48000;14;2022-08-19
TR64559;363;1;8800;4;35200;7;2022-08-19
TR79884;172;5;4200;2;8400;5;2022-08-19
TR88766;37;1;8800;8;70400;4;2022-08-19
TR91404;422;5;4200;4;16800;6;2022-08-19
TR97594;164;3;7500;1;7500;4;2022-08-19
TR98514;158;9;10000;6;60000;8;2022-08-19
TR132;25;3;7500;3;22500;12;2022-08-20
TR13510;155;9;10000;1;10000;14;2022-08-20
TR17342;237;9;10000;1;10000;2;2022-08-20
TR25951;297;6;18000;2;36000;4;2022-08-20
TR29720;392;8;16000;3;48000;8;2022-08-20
TR38193;266;4;12000;1;12000;2;2022-08-20
TR47260;171;10;15000;1;15000;8;2022-08-20
TR51435;164;9;10000;3;30000;11;2022-08-20
TR89937;411;7;9400;5;47000;1;2022-08-20
TR96772;255;7;9400;6;56400;10;2022-08-20
TR9683;416;10;15000;1;15000;2;2022-08-20
TR995;198;8;16000;1;16000;10;2022-08-20
TR12455;142;8;16000;3;48000;6;2022-08-21
TR15666;88;3;7500;6;45000;10;2022-08-21
TR2029;135;5;4200;3;12600;4;2022-08-21
TR26170;300;10;15000;2;30000;2;2022-08-21
TR26519;244;2;3200;7;22400;8;2022-08-21
TR27463;187;10;15000;2;30000;11;2022-08-21
TR30057;167;4;12000;3;36000;6;2022-08-21
TR33805;47;10;15000;4;60000;11;2022-08-21
TR37346;417;1;8800;7;61600;9;2022-08-21
TR50797;358;10;15000;3;45000;4;2022-08-21
TR51709;40;5;4200;3;12600;4;2022-08-21
TR68253;314;9;10000;6;60000;14;2022-08-21
TR75704;254;5;4200;5;21000;9;2022-08-21
TR88968;385;9;10000;6;60000;9;2022-08-21
TR90484;377;5;4200;4;16800;12;2022-08-21
TR91652;431;2;3200;6;19200;1;2022-08-21
TR93938;29;9;10000;5;50000;9;2022-08-21
TR97809;230;5;4200;5;21000;6;2022-08-21
TR16185;117;6;18000;1;18000;12;2022-08-22
TR35657;359;2;3200;3;9600;3;2022-08-22
TR4126;118;9;10000;2;20000;11;2022-08-22
TR48587;23;3;7500;5;37500;1;2022-08-22
TR49083;263;8;16000;3;48000;3;2022-08-22
TR55706;418;8;16000;3;48000;2;2022-08-22
TR62175;341;10;15000;2;30000;9;2022-08-22
TR70458;308;10;15000;2;30000;8;2022-08-22
TR81210;24;1;8800;6;52800;8;2022-08-22
TR8623;341;2;3200;4;12800;7;2022-08-22
TR87881;98;9;10000;5;50000;11;2022-08-22
TR89053;284;5;4200;2;8400;3;2022-08-22
TR91932;188;1;8800;2;17600;8;2022-08-22
TR94853;229;2;3200;4;12800;1;2022-08-22
TR14192;436;2;3200;6;19200;7;2022-08-23
TR14426;43;7;9400;3;28200;12;2022-08-23
TR19803;301;9;10000;3;30000;13;2022-08-23
TR22534;334;5;4200;5;21000;5;2022-08-23
TR68513;268;5;4200;2;8400;12;2022-08-23
TR8376;421;3;7500;3;22500;2;2022-08-23
TR89077;357;10;15000;5;75000;3;2022-08-23
TR91700;146;10;15000;2;30000;11;2022-08-23
TR9249;147;5;4200;5;21000;11;2022-08-23
TR94517;406;5;4200;4;16800;3;2022-08-23
TR99580;28;10;15000;4;60000;13;2022-08-23
TR1624;94;1;8800;8;70400;13;2022-08-24
TR17545;142;7;9400;4;37600;5;2022-08-24
TR25746;223;10;15000;5;75000;9;2022-08-24
TR3119;232;3;7500;3;22500;1;2022-08-24
TR37048;119;4;12000;5;60000;13;2022-08-24
TR39081;163;4;12000;2;24000;13;2022-08-24
TR4084;271;3;7500;4;30000;5;2022-08-24
TR40897;156;8;16000;3;48000;7;2022-08-24
TR63886;369;8;16000;2;32000;1;2022-08-24
TR71922;306;3;7500;6;45000;2;2022-08-24
TR77911;53;10;15000;1;15000;1;2022-08-24
TR78686;76;7;9400;5;47000;2;2022-08-24
TR95050;446;5;4200;4;16800;11;2022-08-24
TR16562;106;2;3200;3;9600;5;2022-08-25
TR16832;441;6;18000;1;18000;6;2022-08-25
TR1846;425;4;12000;3;36000;3;2022-08-25
TR25437;338;7;9400;4;37600;5;2022-08-25
TR28178;154;2;3200;5;16000;2;2022-08-25
TR29269;77;6;18000;4;72000;11;2022-08-25
TR33707;75;9;10000;1;10000;7;2022-08-25
TR36891;60;1;8800;8;70400;9;2022-08-25
TR37685;260;1;8800;6;52800;12;2022-08-25
TR40214;71;7;9400;2;18800;6;2022-08-25
TR43554;376;1;8800;10;88000;12;2022-08-25
TR55359;27;7;9400;2;18800;12;2022-08-25
TR68675;4;7;9400;3;28200;14;2022-08-25
TR69826;191;1;8800;7;61600;3;2022-08-25
TR74573;109;5;4200;4;16800;4;2022-08-25
TR74579;131;5;4200;3;12600;9;2022-08-25
TR75034;268;10;15000;3;45000;6;2022-08-25
TR8922;72;9;10000;7;70000;8;2022-08-25
TR95371;46;5;4200;2;8400;14;2022-08-25
TR22235;434;4;12000;1;12000;14;2022-08-26
TR37397;264;10;15000;4;60000;2;2022-08-26
TR43983;368;8;16000;1;16000;1;2022-08-26
TR61498;357;2;3200;6;19200;1;2022-08-26
TR63825;207;4;12000;3;36000;5;2022-08-26
TR84960;273;5;4200;3;12600;5;2022-08-26
TR12201;352;8;16000;3;48000;13;2022-08-27
TR20992;435;9;10000;7;70000;1;2022-08-27
TR26350;8;2;3200;4;12800;14;2022-08-27
TR29927;265;8;16000;2;32000;3;2022-08-27
TR37185;161;10;15000;4;60000;11;2022-08-27
TR53207;338;5;4200;2;8400;4;2022-08-27
TR6899;299;7;9400;3;28200;13;2022-08-27
TR75819;397;9;10000;1;10000;4;2022-08-27
TR91047;250;10;15000;1;15000;2;2022-08-27
TR97950;330;1;8800;8;70400;4;2022-08-27
TR99324;292;6;18000;3;54000;9;2022-08-27
TR14989;202;2;3200;7;22400;11;2022-08-28
TR18138;146;3;7500;1;7500;4;2022-08-28
TR23947;34;5;4200;2;8400;4;2022-08-28
TR34848;428;5;4200;5;21000;4;2022-08-28
TR48254;195;8;16000;1;16000;6;2022-08-28
TR62819;184;1;8800;7;61600;5;2022-08-28
TR71741;36;9;10000;6;60000;9;2022-08-28
TR81955;102;9;10000;2;20000;8;2022-08-28
TR82050;145;1;8800;3;26400;2;2022-08-28
TR87447;362;10;15000;2;30000;10;2022-08-28
TR89566;408;10;15000;3;45000;13;2022-08-28
TR91768;160;6;18000;1;18000;4;2022-08-28
TR98746;155;7;9400;6;56400;10;2022-08-28
TR16690;353;5;4200;5;21000;6;2022-08-29
TR17660;209;6;18000;3;54000;12;2022-08-29
TR45310;318;3;7500;1;7500;3;2022-08-29
TR55449;317;5;4200;5;21000;8;2022-08-29
TR57021;384;2;3200;4;12800;9;2022-08-29
TR58354;404;1;8800;3;26400;6;2022-08-29
TR64723;217;3;7500;5;37500;2;2022-08-29
TR7241;351;8;16000;3;48000;14;2022-08-29
TR75138;19;8;16000;2;32000;11;2022-08-29
TR9402;161;7;9400;2;18800;4;2022-08-29
TR95596;423;8;16000;1;16000;9;2022-08-29
TR11644;293;3;7500;1;7500;12;2022-08-30
TR11870;282;7;9400;3;28200;11;2022-08-30
TR15572;32;4;12000;2;24000;8;2022-08-30
TR25557;139;7;9400;6;56400;14;2022-08-30
TR31765;329;4;12000;3;36000;6;2022-08-30
TR34067;38;6;18000;3;54000;7;2022-08-30
TR38944;248;7;9400;4;37600;12;2022-08-30
TR3915;206;10;15000;5;75000;9;2022-08-30
TR4319;329;3;7500;6;45000;12;2022-08-30
TR59731;272;2;3200;7;22400;2;2022-08-30
TR60829;256;7;9400;2;18800;2;2022-08-30
TR6162;309;1;8800;8;70400;13;2022-08-30
TR64729;252;2;3200;7;22400;12;2022-08-30
TR6832;423;3;7500;6;45000;12;2022-08-30
TR6907;298;3;7500;1;7500;1;2022-08-30
TR71313;401;3;7500;6;45000;11;2022-08-30
TR74741;234;3;7500;5;37500;12;2022-08-30
TR96145;326;3;7500;3;22500;13;2022-08-30
TR97351;254;8;16000;1;16000;4;2022-08-30
TR97399;46;9;10000;3;30000;2;2022-08-30
TR18538;24;5;4200;5;21000;12;2022-08-31
TR24712;294;10;15000;3;45000;5;2022-08-31
TR49366;13;10;15000;5;75000;5;2022-08-31
TR51156;208;5;4200;5;21000;13;2022-08-31
TR68328;112;7;9400;2;18800;2;2022-08-31
TR68655;314;4;12000;1;12000;7;2022-08-31
TR85194;390;3;7500;4;30000;13;2022-08-31
TR9684;16;2;3200;5;16000;12;2022-08-31
TR99756;279;1;8800;6;52800;13;2022-08-31
TR1570;167;1;8800;10;88000;2;2022-04-01
TR20448;374;5;4200;3;12600;6;2022-04-01
TR21972;423;4;12000;4;48000;5;2022-04-01
TR30075;162;6;18000;2;36000;12;2022-04-01
TR37604;282;6;18000;2;36000;6;2022-04-01
TR5146;282;5;4200;4;16800;6;2022-04-01
TR67389;445;4;12000;2;24000;2;2022-04-01
TR68241;75;7;9400;3;28200;5;2022-04-01
TR7470;153;3;7500;2;15000;7;2022-09-01
TR77543;55;5;4200;3;12600;4;2022-09-01
TR82183;444;5;4200;3;12600;8;2022-09-01
TR83657;36;5;4200;3;12600;2;2022-09-01
TR86268;413;3;7500;5;37500;11;2022-09-01
TR92136;140;7;9400;4;37600;5;2022-09-01
TR96869;103;2;3200;4;12800;9;2022-09-01
TR98274;146;5;4200;3;12600;3;2022-09-01
TR16677;217;2;3200;5;16000;8;2022-09-02
TR28208;105;10;15000;1;15000;3;2022-09-02
TR30469;210;1;8800;7;61600;13;2022-09-02
TR40379;422;2;3200;7;22400;7;2022-09-02
TR46823;269;7;9400;6;56400;1;2022-09-02
TR50181;289;5;4200;2;8400;7;2022-09-02
TR51422;443;1;8800;8;70400;13;2022-09-02
TR52983;130;8;16000;2;32000;3;2022-09-02
TR55857;175;5;4200;2;8400;6;2022-09-02
TR56170;398;10;15000;5;75000;13;2022-09-02
TR64658;282;5;4200;3;12600;6;2022-09-02
TR6532;61;5;4200;3;12600;8;2022-09-02
TR76847;362;7;9400;3;28200;8;2022-09-02
TR80901;12;1;8800;10;88000;3;2022-09-02
TR83941;10;5;4200;3;12600;1;2022-09-02
TR10750;377;5;4200;2;8400;4;2022-09-03
TR13595;268;6;18000;4;72000;2;2022-09-03
TR2837;412;10;15000;1;15000;5;2022-09-03
TR28840;413;7;9400;4;37600;7;2022-09-03
TR36938;330;9;10000;5;50000;4;2022-09-03
TR45595;264;7;9400;2;18800;9;2022-09-03
TR49953;215;7;9400;4;37600;4;2022-09-03
TR50379;137;1;8800;6;52800;12;2022-09-03
TR53618;118;10;15000;5;75000;9;2022-09-03
TR54455;305;9;10000;3;30000;6;2022-09-03
TR78094;35;2;3200;7;22400;7;2022-09-03
TR91952;231;10;15000;5;75000;10;2022-09-03
TR15472;336;6;18000;1;18000;3;2022-09-04
TR16421;316;3;7500;2;15000;12;2022-09-04
TR1877;382;3;7500;2;15000;14;2022-09-04
TR28701;369;1;8800;7;61600;11;2022-09-04
TR3104;125;5;4200;5;21000;14;2022-09-04
TR33209;213;5;4200;2;8400;6;2022-09-04
TR35055;11;7;9400;4;37600;6;2022-09-04
TR36807;167;6;18000;3;54000;8;2022-09-04
TR42955;74;2;3200;5;16000;2;2022-09-04
TR51628;444;2;3200;6;19200;3;2022-09-04
TR63130;291;1;8800;2;17600;12;2022-09-04
TR7318;305;10;15000;2;30000;7;2022-09-04
TR79242;107;8;16000;3;48000;1;2022-09-04
TR86503;370;7;9400;5;47000;14;2022-09-04
TR91849;208;2;3200;6;19200;10;2022-09-04
TR14437;29;2;3200;5;16000;9;2022-09-05
TR1959;310;10;15000;2;30000;14;2022-09-05
TR45818;384;6;18000;3;54000;6;2022-09-05
TR52447;77;7;9400;2;18800;13;2022-09-05
TR56968;281;3;7500;6;45000;9;2022-09-05
TR59606;307;10;15000;5;75000;14;2022-09-05
TR65251;268;2;3200;5;16000;9;2022-09-05
TR7427;158;5;4200;4;16800;6;2022-09-05
TR78882;209;5;4200;5;21000;9;2022-09-05
TR81827;441;5;4200;3;12600;2;2022-09-05
TR91724;217;3;7500;6;45000;14;2022-09-05
TR29805;243;4;12000;2;24000;14;2022-09-06
TR67381;316;5;4200;5;21000;7;2022-09-06
TR75662;206;5;4200;5;21000;13;2022-09-06
TR90114;21;8;16000;2;32000;14;2022-09-06
TR94623;320;6;18000;4;72000;1;2022-09-06
TR15243;97;4;12000;2;24000;14;2022-09-07
TR19364;37;5;4200;3;12600;1;2022-09-07
TR20317;53;5;4200;4;16800;1;2022-09-07
TR28219;280;6;18000;1;18000;12;2022-09-07
TR53948;187;10;15000;2;30000;13;2022-09-07
TR71949;270;9;10000;4;40000;9;2022-09-07
TR74289;304;8;16000;3;48000;14;2022-09-07
TR77633;187;2;3200;7;22400;11;2022-09-07
TR85896;86;5;4200;2;8400;9;2022-09-07
TR89081;296;10;15000;3;45000;6;2022-09-07
TR97423;262;7;9400;5;47000;12;2022-09-07
TR99723;417;7;9400;5;47000;11;2022-09-07
TR14054;424;5;4200;5;21000;10;2022-09-08
TR17682;422;4;12000;3;36000;2;2022-09-08
TR27494;447;2;3200;7;22400;4;2022-09-08
TR28643;175;4;12000;1;12000;10;2022-09-08
TR28689;428;10;15000;2;30000;6;2022-09-08
TR32896;317;5;4200;3;12600;10;2022-09-08
TR35472;8;4;12000;2;24000;8;2022-04-08
TR3689;351;5;4200;2;8400;1;2022-04-08
TR58906;150;3;7500;1;7500;4;2022-04-08
TR7016;375;2;3200;5;16000;2;2022-04-08
TR97242;310;9;10000;3;30000;1;2022-04-08
TR11531;308;7;9400;2;18800;4;2022-09-09
TR25829;88;6;18000;4;72000;11;2022-09-09
TR26416;384;4;12000;1;12000;9;2022-09-09
TR2750;370;3;7500;4;30000;14;2022-09-09
TR3310;2;9;10000;1;10000;12;2022-09-09
TR37874;235;3;7500;1;7500;3;2022-09-09
TR39787;442;5;4200;3;12600;3;2022-09-09
TR51447;158;8;16000;2;32000;12;2022-09-09
TR570;340;4;12000;5;60000;1;2022-09-09
TR61002;222;1;8800;5;44000;4;2022-09-09
TR61203;180;9;10000;4;40000;12;2022-09-09
TR63789;35;5;4200;5;21000;6;2022-09-09
TR70268;273;2;3200;3;9600;13;2022-09-09
TR70505;186;1;8800;4;35200;7;2022-09-09
TR88971;119;3;7500;6;45000;9;2022-09-09
TR1318;369;6;18000;1;18000;7;2022-09-10
TR17221;444;6;18000;3;54000;13;2022-09-10
TR17696;219;4;12000;4;48000;10;2022-09-10
TR2688;415;5;4200;5;21000;4;2022-09-10
TR31177;200;10;15000;1;15000;3;2022-09-10
TR32283;362;2;3200;6;19200;11;2022-09-10
TR43238;424;1;8800;9;79200;12;2022-09-10
TR59812;438;5;4200;2;8400;13;2022-09-10
TR64458;35;7;9400;5;47000;4;2022-09-10
TR64948;347;2;3200;7;22400;3;2022-09-10
TR76347;203;10;15000;5;75000;1;2022-09-10
TR78580;418;10;15000;1;15000;8;2022-09-10
TR83938;205;7;9400;5;47000;1;2022-09-10
TR84455;265;8;16000;1;16000;6;2022-09-10
TR85365;415;5;4200;3;12600;11;2022-04-10
TR87064;364;3;7500;6;45000;6;2022-04-10
TR93601;171;7;9400;3;28200;5;2022-04-10
TR97954;296;2;3200;6;19200;13;2022-04-10
TR17643;278;10;15000;4;60000;5;2022-09-11
TR20051;123;5;4200;5;21000;5;2022-09-11
TR21310;1;6;18000;2;36000;8;2022-09-11
TR27877;300;5;4200;3;12600;11;2022-09-11
TR30910;284;1;8800;10;88000;6;2022-09-11
TR43384;445;7;9400;5;47000;10;2022-09-11
TR52798;193;5;4200;4;16800;6;2022-09-11
TR56984;187;4;12000;3;36000;7;2022-09-11
TR5759;82;9;10000;5;50000;3;2022-09-11
TR59840;102;4;12000;1;12000;9;2022-09-11
TR66506;20;1;8800;5;44000;3;2022-09-11
TR66567;133;8;16000;1;16000;3;2022-09-11
TR75058;412;2;3200;4;12800;4;2022-09-11
TR94244;14;8;16000;3;48000;4;2022-09-11
TR97104;271;10;15000;1;15000;2;2022-09-11
TR9792;345;8;16000;2;32000;13;2022-09-11
TR11815;270;2;3200;6;19200;10;2022-09-12
TR12310;249;4;12000;5;60000;14;2022-09-12
TR24953;327;7;9400;4;37600;11;2022-09-12
TR25709;73;6;18000;1;18000;7;2022-09-12
TR2613;239;9;10000;3;30000;3;2022-09-12
TR33933;108;2;3200;4;12800;10;2022-09-12
TR35558;192;4;12000;2;24000;10;2022-09-12
TR45916;382;8;16000;3;48000;4;2022-09-12
TR46768;415;9;10000;3;30000;9;2022-09-12
TR56411;229;8;16000;2;32000;7;2022-09-12
TR59491;201;3;7500;2;15000;4;2022-09-12
TR61828;17;5;4200;2;8400;14;2022-09-12
TR75793;314;7;9400;2;18800;5;2022-09-12
TR77268;86;1;8800;2;17600;7;2022-04-12
TR81541;267;3;7500;6;45000;8;2022-04-12
TR93663;419;2;3200;6;19200;13;2022-04-12
TR96375;9;1;8800;8;70400;6;2022-04-12
TR17679;184;4;12000;5;60000;7;2022-09-13
TR22673;403;2;3200;6;19200;10;2022-09-13
TR23680;158;5;4200;2;8400;3;2022-09-13
TR2661;157;2;3200;4;12800;3;2022-09-13
TR444;208;7;9400;4;37600;5;2022-09-13
TR44681;183;5;4200;4;16800;3;2022-09-13
TR56383;431;3;7500;5;37500;12;2022-09-13
TR6364;433;9;10000;7;70000;8;2022-09-13
TR65650;156;2;3200;3;9600;8;2022-09-13
TR67882;288;10;15000;1;15000;1;2022-09-13
TR6948;1;5;4200;4;16800;11;2022-09-13
TR73019;73;4;12000;3;36000;8;2022-09-13
TR85760;349;1;8800;5;44000;1;2022-09-13
TR91828;120;1;8800;3;26400;1;2022-04-13
TR95473;406;3;7500;3;22500;2;2022-04-13
TR97188;203;1;8800;5;44000;8;2022-04-13
TR98735;303;8;16000;3;48000;13;2022-04-13
TR31439;67;9;10000;6;60000;7;2022-09-14
TR3426;116;8;16000;1;16000;11;2022-09-14
TR35733;211;9;10000;7;70000;4;2022-09-14
TR43929;358;6;18000;3;54000;12;2022-09-14
TR48295;365;10;15000;2;30000;13;2022-09-14
TR66903;70;3;7500;6;45000;2;2022-09-14
TR6896;178;5;4200;5;21000;2;2022-09-14
TR69862;272;8;16000;2;32000;12;2022-09-14
TR73044;11;1;8800;10;88000;6;2022-09-14
TR76592;220;5;4200;4;16800;7;2022-09-14
TR8584;293;8;16000;3;48000;4;2022-09-14
TR98491;297;8;16000;1;16000;8;2022-09-14
TR14074;393;3;7500;6;45000;1;2022-09-15
TR25774;255;5;4200;4;16800;11;2022-09-15
TR45362;346;3;7500;2;15000;11;2022-09-15
TR50501;283;10;15000;4;60000;5;2022-09-15
TR54132;244;1;8800;9;79200;7;2022-09-15
TR57013;328;7;9400;6;56400;1;2022-09-15
TR6476;96;5;4200;5;21000;9;2022-09-15
TR721;284;2;3200;7;22400;7;2022-09-15
TR76746;14;5;4200;3;12600;4;2022-09-15
TR82094;183;3;7500;2;15000;1;2022-09-15
TR91899;272;5;4200;3;12600;3;2022-09-15
TR92804;156;10;15000;5;75000;3;2022-09-15
TR12669;301;10;15000;1;15000;8;2022-09-16
TR16147;111;4;12000;2;24000;8;2022-09-16
TR18405;139;1;8800;7;61600;13;2022-09-16
TR22318;148;4;12000;2;24000;11;2022-09-16
TR24641;401;10;15000;2;30000;2;2022-09-16
TR29719;421;10;15000;3;45000;5;2022-09-16
TR4394;31;8;16000;2;32000;10;2022-09-16
TR45649;317;9;10000;4;40000;6;2022-09-16
